Time: 0 | a: 0100101000101101 | b: 1011001111010100 | result: 11101001111011011110010001000100 | result (hex): e9ede444
Time: 9320 | a: 1010010110110001 | b: 1100010001101101 | result: 00010101000001000001000001011101 | result (hex): 1504105d
Time: 9330 | a: 0111001110000101 | b: 1111010011001100 | result: 11111010111100011101000111111100 | result (hex): faf1d1fc
Time: 9340 | a: 0100110010111000 | b: 1011100111000101 | result: 11101010111101000000000110011000 | result (hex): eaf40198
Time: 9350 | a: 1101011001011001 | b: 1101111011000110 | result: 00000101011001111111011011010110 | result (hex): 567f6d6
Time: 9360 | a: 1101010000010110 | b: 1010010100011110 | result: 00001111100101110000100010010100 | result (hex): f970894
Time: 9370 | a: 1100111101010110 | b: 0101100101101000 | result: 11101111000000010010000011110000 | result (hex): ef0120f0
Time: 9380 | a: 1011010100000011 | b: 0111001101000110 | result: 11011110001110111101011111010010 | result (hex): de3bd7d2
Time: 9390 | a: 0000101101100001 | b: 0010110011100000 | result: 00000001111111101010000011100000 | result (hex): 1fea0e0
Time: 9400 | a: 0111100110101011 | b: 0100111000010110 | result: 00100101000111001000111010110010 | result (hex): 251c8eb2
Time: 9410 | a: 1111001010100110 | b: 0110001010001101 | result: 11111010110111000011000101101110 | result (hex): fadc316e
Time: 9420 | a: 1110010010111001 | b: 0101111111010110 | result: 11110101110010011101100110100110 | result (hex): f5c9d9a6
Time: 9430 | a: 1000000101100100 | b: 1110101011001011 | result: 00001010011111010000001001001100 | result (hex): a7d024c
Time: 9440 | a: 1111010000001001 | b: 1001010111110010 | result: 00000100111101001110110110000010 | result (hex): 4f4ed82
Time: 9450 | a: 1100011000011000 | b: 0000110100111000 | result: 11111101000000101000110101000000 | result (hex): fd028d40
Time: 9460 | a: 1010000101101100 | b: 1101101111101000 | result: 00001101010101011010110111100000 | result (hex): d55ade0
Time: 9470 | a: 0101110010110111 | b: 1100011100011101 | result: 11101011011001011100000110111011 | result (hex): eb65c1bb
Time: 9480 | a: 0010000001010110 | b: 0101000000111100 | result: 00001010001000100111010000101000 | result (hex): a227428
Time: 9490 | a: 0011101111101001 | b: 1110110100001110 | result: 11111011100100001111101110111110 | result (hex): fb90fbbe
Time: 9500 | a: 1000101000000010 | b: 1001001001000010 | result: 00110010100101001011100010000100 | result (hex): 3294b884
Time: 9510 | a: 0100101111010101 | b: 1101111000011000 | result: 11110101111101001101000111111000 | result (hex): f5f4d1f8
Time: 9520 | a: 1011011101100000 | b: 1001101100101011 | result: 00011100100110101110110100100000 | result (hex): 1c9aed20
Time: 9530 | a: 1011011110000000 | b: 1110110001100011 | result: 00000101100011011111011010000000 | result (hex): 58df680
Time: 9540 | a: 1000111001110010 | b: 0100001011100001 | result: 11100010010101011001011000110010 | result (hex): e2559632
Time: 9550 | a: 1001100101000011 | b: 1000100000011101 | result: 00110000000111001111010010010111 | result (hex): 301cf497
Time: 9560 | a: 0001000011110111 | b: 0000101111101001 | result: 00000000110010100000110111001111 | result (hex): ca0dcf
Time: 9570 | a: 0110101010101011 | b: 0111010110110001 | result: 00110001000010011110011100111011 | result (hex): 3109e73b
Time: 9580 | a: 1110101111000000 | b: 0110110000001111 | result: 11110111011100111101000001000000 | result (hex): f773d040
Time: 9590 | a: 1110000001111100 | b: 0101111111001001 | result: 11110100001101010100010101011100 | result (hex): f435455c
Time: 9600 | a: 1000001000000001 | b: 0010011010010100 | result: 11101101000000110100111010010100 | result (hex): ed034e94
Time: 9610 | a: 1110110100000001 | b: 1010001101101101 | result: 00000110110111101000110001101101 | result (hex): 6de8c6d
Time: 9620 | a: 1000001001111100 | b: 1100100110111000 | result: 00011010100111010010010100100000 | result (hex): 1a9d2520
Time: 9630 | a: 1110101010001010 | b: 0010001011010010 | result: 11111101000101001011100100110100 | result (hex): fd14b934
Time: 9640 | a: 1001100111110101 | b: 1010011001110011 | result: 00100011101100100000011100001111 | result (hex): 23b2070f
Time: 9650 | a: 1000111111100001 | b: 1010001111110111 | result: 00101000010011110001010100010111 | result (hex): 284f1517
Time: 9660 | a: 1011100010110101 | b: 0101101110110110 | result: 11100110011101011010011110101110 | result (hex): e675a7ae
Time: 9670 | a: 0000001000001111 | b: 1111000000010101 | result: 11111111110111110011101100111011 | result (hex): ffdf3b3b
Time: 9680 | a: 0111011011100001 | b: 0011100110001111 | result: 00011010101110101000000010101111 | result (hex): 1aba80af
Time: 9690 | a: 0101110001111001 | b: 1000010101010011 | result: 11010011101011111101100000111011 | result (hex): d3afd83b
Time: 9700 | a: 1111110001110001 | b: 0111010110111100 | result: 11111110010111010000011111111100 | result (hex): fe5d07fc
Time: 9710 | a: 1000110101110001 | b: 1000110101101000 | result: 00110011010001111011001011101000 | result (hex): 3347b2e8
Time: 9720 | a: 0000000110100110 | b: 0111100000011100 | result: 00000000110001011111111000101000 | result (hex): c5fe28
Time: 9730 | a: 1000001100011001 | b: 0110110101100110 | result: 11001010100111111110000011110110 | result (hex): ca9fe0f6
Time: 9740 | a: 0110010000101011 | b: 1110001110010101 | result: 11110100111000010110111000000111 | result (hex): f4e16e07
Time: 9750 | a: 0100110100101111 | b: 0110011000101101 | result: 00011110110011100100101101000011 | result (hex): 1ece4b43
Time: 9760 | a: 1000101000101001 | b: 1011101000110000 | result: 00100000001000101011000110110000 | result (hex): 2022b1b0
Time: 9770 | a: 1000100110011010 | b: 1000110010100110 | result: 00110101010110010111000111011100 | result (hex): 355971dc
Time: 9780 | a: 0000001111101001 | b: 1111010000100101 | result: 11111111110100011010010010101101 | result (hex): ffd1a4ad
Time: 9790 | a: 0010111101111000 | b: 0001110111011110 | result: 00000101100010011100001000010000 | result (hex): 589c210
Time: 9800 | a: 0001101010011000 | b: 0011111101011001 | result: 00000110100101001010011011011000 | result (hex): 694a6d8
Time: 9810 | a: 0100000111010101 | b: 0101001101001110 | result: 00010101011011000001110111100110 | result (hex): 156c1de6
Time: 9820 | a: 0001101100001111 | b: 1100001111100100 | result: 11111001101001011000011001011100 | result (hex): f9a5865c
Time: 9830 | a: 1100001101100011 | b: 0001000111110001 | result: 11111011110000001000001100110011 | result (hex): fbc08333
Time: 9840 | a: 0111110101110011 | b: 1001111111011100 | result: 11010000111000110011101111010100 | result (hex): d0e33bd4
Time: 9850 | a: 0001011101000100 | b: 1111100111100100 | result: 11111111011100011101110010010000 | result (hex): ff71dc90
Time: 9860 | a: 1001010110011001 | b: 0010010010110101 | result: 11110000101111100100100100101101 | result (hex): f0be492d
Time: 9870 | a: 0000011101001101 | b: 0001011100111111 | result: 00000000101010011011011011110011 | result (hex): a9b6f3
Time: 9880 | a: 0001110011010001 | b: 0000101001100110 | result: 00000001001010111010010101000110 | result (hex): 12ba546
Time: 9890 | a: 0000010010100101 | b: 0000000011111101 | result: 00000000000001001001011100010001 | result (hex): 49711
Time: 9900 | a: 0110110111111100 | b: 1101000111010100 | result: 11101100001010011101000010110000 | result (hex): ec29d0b0
Time: 9910 | a: 1110011100101010 | b: 0111100000100101 | result: 11110100010110000001100100010010 | result (hex): f4581912
Time: 9920 | a: 0000110000000100 | b: 1111000011000100 | result: 11111111010010001111001100010000 | result (hex): ff48f310
Time: 9930 | a: 1000010011001011 | b: 1000111111101101 | result: 00110101111100000101010011101111 | result (hex): 35f054ef
Time: 9940 | a: 0110010011101001 | b: 0011010001000100 | result: 00010100100110100010000111100100 | result (hex): 149a21e4
Time: 9950 | a: 0010110111001011 | b: 1111111110000010 | result: 11111111111010010111011000010110 | result (hex): ffe97616
Time: 9960 | a: 1111001110011101 | b: 1110111110100000 | result: 00000000110010101101010100100000 | result (hex): cad520
Time: 9970 | a: 1101001011010000 | b: 1000111010101101 | result: 00010100000000001101011010010000 | result (hex): 1400d690
Time: 9980 | a: 0011001110000100 | b: 0001011000110011 | result: 00000100011101111001101101001100 | result (hex): 4779b4c
Time: 9990 | a: 0010000010011110 | b: 0011000011111000 | result: 00000110001111010011100100010000 | result (hex): 63d3910
Time: 10000 | a: 0011011000010000 | b: 1011011111100010 | result: 11110000110001010010101000100000 | result (hex): f0c52a20
Time: 10010 | a: 1010101011011100 | b: 0100101110101001 | result: 11100110110101100011111100111100 | result (hex): e6d63f3c
Time: 10020 | a: 0101110010011000 | b: 0011001000101001 | result: 00010010001001001000010001011000 | result (hex): 12248458
Time: 10030 | a: 1110001011101000 | b: 1111100101101001 | result: 00000000101111111011100100101000 | result (hex): bfb928
Time: 10040 | a: 1011110010010000 | b: 0110011110001101 | result: 11100100101110001100101101010000 | result (hex): e4b8cb50
Time: 10050 | a: 0111101001100110 | b: 1010101010001100 | result: 11010111001001001010101111001000 | result (hex): d724abc8
Time: 10060 | a: 1011100101100001 | b: 1110000110010000 | result: 00001000011001011000011110010000 | result (hex): 8658790
Time: 10070 | a: 1010001010110001 | b: 0100010101100101 | result: 11100110101101001110010011010101 | result (hex): e6b4e4d5
Time: 10080 | a: 0101001001010101 | b: 1010011101111101 | result: 11100011100010001010011010000001 | result (hex): e388a681
Time: 10090 | a: 0101010101010011 | b: 0011011100111110 | result: 00010010011010010111111100011010 | result (hex): 12697f1a
Time: 10100 | a: 0101101111000001 | b: 0000001100011110 | result: 00000001000111100000001110011110 | result (hex): 11e039e
Time: 10110 | a: 1011011011000000 | b: 1100111101011110 | result: 00001101111010100101101010000000 | result (hex): dea5a80
Time: 10120 | a: 0111001010111111 | b: 0000100110010000 | result: 00000100010010010100001001110000 | result (hex): 4494270
Time: 10130 | a: 1101111000001011 | b: 0010011001000011 | result: 11111010111011001011111011100001 | result (hex): faecbee1
Time: 10140 | a: 1001111111000100 | b: 0111111010101001 | result: 11010000011000101111000001100100 | result (hex): d062f064
Time: 10150 | a: 1101011100111011 | b: 0101010111010100 | result: 11110010010101001101001111011100 | result (hex): f254d3dc
Time: 10160 | a: 1011011010001100 | b: 0000001000011000 | result: 11111111011001100011010100100000 | result (hex): ff663520
Time: 10170 | a: 0010000101111101 | b: 1001001100100100 | result: 11110001110000100111110010010100 | result (hex): f1c27c94
Time: 10180 | a: 1011010001000001 | b: 1000010001100101 | result: 00100100100100101010000110100101 | result (hex): 2492a1a5
Time: 10190 | a: 0000110010001101 | b: 1111000011010001 | result: 11111111010000010110111100011101 | result (hex): ff416f1d
Time: 10200 | a: 0110101111110010 | b: 0000011011110100 | result: 00000010111011101000111010101000 | result (hex): 2ee8ea8
Time: 10210 | a: 0001101101011101 | b: 1010010101010011 | result: 11110110010011101101000000100111 | result (hex): f64ed027
Time: 10220 | a: 0110100010000100 | b: 0011111000001111 | result: 00011001010101100001011110111100 | result (hex): 195617bc
Time: 10230 | a: 0110101010111000 | b: 0011101011011001 | result: 00011000100010000010010111111000 | result (hex): 188825f8
Time: 10240 | a: 0110010110001100 | b: 0100000000001011 | result: 00011001011001110101110100000100 | result (hex): 19675d04
Time: 10250 | a: 1111001000011000 | b: 0100000101001101 | result: 11111100011100111110100100111000 | result (hex): fc73e938
Time: 10260 | a: 1100001100101010 | b: 0010100011011000 | result: 11110110010010110011101101110000 | result (hex): f64b3b70
Time: 10270 | a: 1001000010101011 | b: 1011010111101001 | result: 00100000001110001001001010100011 | result (hex): 203892a3
Time: 10280 | a: 1011001001101001 | b: 1110111010110111 | result: 00000101001111010010011100001111 | result (hex): 53d270f
Time: 10290 | a: 0101110000101100 | b: 1101001000101101 | result: 11101111100000000100101110111100 | result (hex): ef804bbc
Time: 10300 | a: 1110110101100000 | b: 1011001101101000 | result: 00000101100100101000111100000000 | result (hex): 5928f00
Time: 10310 | a: 1010100000000001 | b: 0010001111101100 | result: 11110011101001110000001111101100 | result (hex): f3a703ec
Time: 10320 | a: 0011010110000000 | b: 0100100101111110 | result: 00001111010110111101010100000000 | result (hex): f5bd500
Time: 10330 | a: 0011011100010000 | b: 0110100111000001 | result: 00010110101111110001001100010000 | result (hex): 16bf1310
Time: 10340 | a: 0100110111100011 | b: 1100001110011110 | result: 11101101101000001111101100011010 | result (hex): eda0fb1a
Time: 10350 | a: 1101101010010011 | b: 0011100111010101 | result: 11110111100010111001011101001111 | result (hex): f78b974f
Time: 10360 | a: 0100101010010010 | b: 0111010111110000 | result: 00100010010110101010001011100000 | result (hex): 225aa2e0
Time: 10370 | a: 0101111100101000 | b: 0011001100010110 | result: 00010010111111010010010101110000 | result (hex): 12fd2570
Time: 10380 | a: 0011001111111111 | b: 0100100111100000 | result: 00001111000000010011011000100000 | result (hex): f013620
Time: 10390 | a: 1110110111110000 | b: 0001100110001011 | result: 11111110001100101010000101010000 | result (hex): fe32a150
Time: 10400 | a: 0000100111101100 | b: 0110000000001000 | result: 00000011101110001100111101100000 | result (hex): 3b8cf60
Time: 10410 | a: 1101101011011000 | b: 0100110100010110 | result: 11110100110011111100011010010000 | result (hex): f4cfc690
Time: 10420 | a: 0000100011100000 | b: 1110101110000100 | result: 11111111010010100011001110000000 | result (hex): ff4a3380
Time: 10430 | a: 1000001011111111 | b: 0011101101001001 | result: 11100011000011010001111110110111 | result (hex): e30d1fb7
Time: 10440 | a: 0101101000111011 | b: 0101111100101011 | result: 00100001100010110000110011101001 | result (hex): 218b0ce9
Time: 10450 | a: 1000110101110110 | b: 1100011110011011 | result: 00011001001110110110000001110010 | result (hex): 193b6072
Time: 10460 | a: 1001001010010011 | b: 1011010101110111 | result: 00011111110111000001000101010101 | result (hex): 1fdc1155
Time: 10470 | a: 0110101110001000 | b: 0100100000010011 | result: 00011110010001100011101100011000 | result (hex): 1e463b18
Time: 10480 | a: 0111111011110101 | b: 0010001010011000 | result: 00010001001001111110101101111000 | result (hex): 1127eb78
Time: 10490 | a: 0011000111010101 | b: 0100110011011000 | result: 00001110111101010100011110111000 | result (hex): ef547b8
Time: 10500 | a: 0110011000110110 | b: 1000110001101000 | result: 11010001110110010000110111110000 | result (hex): d1d90df0
Time: 10510 | a: 0000011010101101 | b: 0011000011001000 | result: 00000001010001011010011100101000 | result (hex): 145a728
Time: 10520 | a: 1000001001011000 | b: 1110010111010101 | result: 00001100110110000010101100111000 | result (hex): cd82b38
Time: 10530 | a: 1110001111011111 | b: 0011011001011000 | result: 11111010000001110101111010101000 | result (hex): fa075ea8
Time: 10540 | a: 1010111110110110 | b: 0101000111001111 | result: 11100110010101111010101000101010 | result (hex): e657aa2a
Time: 10550 | a: 1100111111100011 | b: 0011100110100010 | result: 11110101001010110001100010100110 | result (hex): f52b18a6
Time: 10560 | a: 0011000111010111 | b: 0010101010111100 | result: 00001000010100011101111111100100 | result (hex): 851dfe4
Time: 10570 | a: 0000011010111000 | b: 1011101010110111 | result: 11111110001011100111110110001000 | result (hex): fe2e7d88
Time: 10580 | a: 1001011001000000 | b: 0000100110110111 | result: 11111011111111001010011111000000 | result (hex): fbfca7c0
Time: 10590 | a: 0111011000000001 | b: 0111000001111011 | result: 00110011110110010010001001111011 | result (hex): 33d9227b
Time: 10600 | a: 1110100011100010 | b: 1000001101110111 | result: 00001011001111101110011100001110 | result (hex): b3ee70e
Time: 10610 | a: 1011100000010110 | b: 1111101101110110 | result: 00000001010001100110110000100100 | result (hex): 1466c24
Time: 10620 | a: 1011100011101111 | b: 1010001110011110 | result: 00011001101001010101000010000010 | result (hex): 19a55082
Time: 10630 | a: 1100001110001001 | b: 1011011111100100 | result: 00010001000010000001010100000100 | result (hex): 11081504
Time: 10640 | a: 0100011000110111 | b: 0111010101011110 | result: 00100000001100001110101100110010 | result (hex): 2030eb32
Time: 10650 | a: 1000010010111101 | b: 0010110001101101 | result: 11101010100111000000000001111001 | result (hex): ea9c0079
Time: 10660 | a: 1000000111000110 | b: 0000101101101010 | result: 11111010010111110011110111111100 | result (hex): fa5f3dfc
Time: 10670 | a: 1101110100110110 | b: 1000010000011111 | result: 00010000110101011010000110001010 | result (hex): 10d5a18a
Time: 10680 | a: 0111000101000000 | b: 0100000100010101 | result: 00011100110010101000101001000000 | result (hex): 1cca8a40
Time: 10690 | a: 0011101001110111 | b: 1010000011110110 | result: 11101010010010111000111001011010 | result (hex): ea4b8e5a
Time: 10700 | a: 0001001011100100 | b: 1000101001011010 | result: 11110111010100011000110000101000 | result (hex): f7518c28
Time: 10710 | a: 0101101010011000 | b: 1100010010111011 | result: 11101011000001101000110100001000 | result (hex): eb068d08
Time: 10720 | a: 0011010100010110 | b: 1110000101010000 | result: 11111001101000101110110011100000 | result (hex): f9a2ece0
Time: 10730 | a: 1111111101110010 | b: 0100101101010110 | result: 11111111110101100011011001001100 | result (hex): ffd6364c
Time: 10740 | a: 0110101100000111 | b: 1111010101110011 | result: 11111011100101101100011100100101 | result (hex): fb96c725
Time: 10750 | a: 0011101111010001 | b: 1101001111101001 | result: 11110101101100101011010000111001 | result (hex): f5b2b439
Time: 10760 | a: 1111100011101011 | b: 0111001111101000 | result: 11111100110010110010010111111000 | result (hex): fccb25f8
Time: 10770 | a: 0100111101011111 | b: 0011000111011010 | result: 00001111011101001100010111100110 | result (hex): f74c5e6
Time: 10780 | a: 1001011110000110 | b: 1001001011101001 | result: 00101100100001010101010011110110 | result (hex): 2c8554f6
Time: 10790 | a: 0110100110111110 | b: 0101110110111101 | result: 00100110101110000001011101000110 | result (hex): 26b81746
Time: 10800 | a: 1000100001000111 | b: 0110111001111011 | result: 11001100010101001111110000011101 | result (hex): cc54fc1d
Time: 10810 | a: 0000101000101011 | b: 1000101000001110 | result: 11111011010100001011110001011010 | result (hex): fb50bc5a
Time: 10820 | a: 1111100111100110 | b: 0110011101100001 | result: 11111101100010010011101000100110 | result (hex): fd893a26
Time: 10830 | a: 1000111000101101 | b: 1110101100100110 | result: 00001001010001010110100110101110 | result (hex): 94569ae
Time: 10840 | a: 0010100001110110 | b: 0100100010100100 | result: 00001011011110110001101110011000 | result (hex): b7b1b98
Time: 10850 | a: 0000110000011100 | b: 1011101101011010 | result: 11111100110000001011010111011000 | result (hex): fcc0b5d8
Time: 10860 | a: 0101001011111110 | b: 1110011010110100 | result: 11110111110011001000111010011000 | result (hex): f7cc8e98
Time: 10870 | a: 0000000000010101 | b: 0000100000010101 | result: 00000000000000001010100110111001 | result (hex): a9b9
Time: 10880 | a: 0100100000000100 | b: 0111111110000111 | result: 00100011110111111111011000011100 | result (hex): 23dff61c
Time: 10890 | a: 1101001101101011 | b: 0011001100001011 | result: 11110111000111000110011010011001 | result (hex): f71c6699
Time: 10900 | a: 1111010011111011 | b: 1000111100111101 | result: 00000100110110101001010011001111 | result (hex): 4da94cf
Time: 10910 | a: 1000011011110100 | b: 0110110111100110 | result: 11001100000010010010001100111000 | result (hex): cc092338
Time: 10920 | a: 1000001100100101 | b: 0101011001010100 | result: 11010101111001010111011000100100 | result (hex): d5e57624
Time: 10930 | a: 0001111111000000 | b: 1001101010101011 | result: 11110011011011101011010101000000 | result (hex): f36eb540
Time: 10940 | a: 0110100100111101 | b: 0000100101111110 | result: 00000011111001101111000100000110 | result (hex): 3e6f106
Time: 10950 | a: 0111100001101001 | b: 0111000110000100 | result: 00110101011001000110111100100100 | result (hex): 35646f24
Time: 10960 | a: 1111011111111010 | b: 0000001010010100 | result: 11111111111010110101000010001000 | result (hex): ffeb5088
Time: 10970 | a: 0111101110010010 | b: 0111000111100000 | result: 00110110111101111001000111000000 | result (hex): 36f791c0
Time: 10980 | a: 1110100111110101 | b: 1000100110111111 | result: 00001010001011101010101011001011 | result (hex): a2eaacb
Time: 10990 | a: 1101110100000110 | b: 1001001001101011 | result: 00001110111110001100110110000010 | result (hex): ef8cd82
Time: 11000 | a: 0101001001100011 | b: 0110100100100010 | result: 00100001110101011000110000100110 | result (hex): 21d58c26
Time: 11010 | a: 1100110111000101 | b: 0010010101100010 | result: 11111000101010100011111001101010 | result (hex): f8aa3e6a
Time: 11020 | a: 1100111111010110 | b: 0100110111011010 | result: 11110001010110100101101000111100 | result (hex): f15a5a3c
Time: 11030 | a: 1010110101110111 | b: 1001011111011010 | result: 00100001100100111110100001010110 | result (hex): 2193e856
Time: 11040 | a: 0100110101100001 | b: 0000000011100010 | result: 00000000010001000100111110100010 | result (hex): 444fa2
Time: 11050 | a: 0100101011100101 | b: 1100001001011100 | result: 11101101111101110111010001001100 | result (hex): edf7744c
Time: 11060 | a: 0001000000011111 | b: 0101000111011001 | result: 00000101001001110111100101000111 | result (hex): 5277947
Time: 11070 | a: 1011000001000010 | b: 0001001101000100 | result: 11111001111111111011011110001000 | result (hex): f9ffb788
Time: 11080 | a: 0010100000101101 | b: 0101000000000010 | result: 00001100100011100110000001011010 | result (hex): c8e605a
Time: 11090 | a: 0010110111110000 | b: 0001000101101010 | result: 00000011000111111111010101100000 | result (hex): 31ff560
Time: 11100 | a: 1101100110000001 | b: 0010011001011001 | result: 11111010001110111100001111011001 | result (hex): fa3bc3d9
Time: 11110 | a: 0000001011101111 | b: 0101000101111011 | result: 00000000111011110000011111010101 | result (hex): ef07d5
Time: 11120 | a: 1010100011101101 | b: 1111111010000001 | result: 00000000100000100100010101101101 | result (hex): 82456d
Time: 11130 | a: 0100001101011011 | b: 0001001011100010 | result: 00000100111101111101110001010110 | result (hex): 4f7dc56
Time: 11140 | a: 0000100001000001 | b: 1010000001100001 | result: 11111100111010101100000010100001 | result (hex): fceac0a1
Time: 11150 | a: 0010010101001101 | b: 1101101010100100 | result: 11111010100011100111011101010100 | result (hex): fa8e7754
Time: 11160 | a: 1000100110000011 | b: 0111001100010010 | result: 11001010101111011000010000110110 | result (hex): cabd8436
Time: 11170 | a: 1000000000000110 | b: 1101100101011001 | result: 00010011010100101001100000010110 | result (hex): 13529816
Time: 11180 | a: 0100000011101100 | b: 1010110101111101 | result: 11101011000100110010111100111100 | result (hex): eb132f3c
Time: 11190 | a: 1111000100110011 | b: 0000111001001101 | result: 11111111001011000101011001010111 | result (hex): ff2c5657
Time: 11200 | a: 0010111001100000 | b: 1011110000011000 | result: 11110011101100101101100100000000 | result (hex): f3b2d900
Time: 11210 | a: 0101000010101010 | b: 1011111001111111 | result: 11101011010111000011000001010110 | result (hex): eb5c3056
Time: 11220 | a: 1000110111110001 | b: 1000000011101100 | result: 00111000100111100101101000101100 | result (hex): 389e5a2c
Time: 11230 | a: 0101000111000100 | b: 0011011000011111 | result: 00010001010010010011111010111100 | result (hex): 11493ebc
Time: 11240 | a: 0101000011101111 | b: 1111111110110100 | result: 11111111111001111111100100001100 | result (hex): ffe7f90c
Time: 11250 | a: 1100011110001001 | b: 1010101001110000 | result: 00010010110111110100010111110000 | result (hex): 12df45f0
Time: 11260 | a: 1010011000001101 | b: 0100101001111000 | result: 11100101110101011001100000011000 | result (hex): e5d59818
Time: 11270 | a: 0111101111101011 | b: 1100111011111010 | result: 11101000010001010001110101111110 | result (hex): e8451d7e
Time: 11280 | a: 1100100011111010 | b: 0011111101000110 | result: 11110010011001100111101001011100 | result (hex): f2667a5c
Time: 11290 | a: 0110000111011100 | b: 0101000100111011 | result: 00011111000011010010100110110100 | result (hex): 1f0d29b4
Time: 11300 | a: 0101111110100111 | b: 0000011100101001 | result: 00000010101011001110001010111111 | result (hex): 2ace2bf
Time: 11310 | a: 1010101111011111 | b: 0110100100101010 | result: 11011101011100001010100110010110 | result (hex): dd70a996
Time: 11320 | a: 1111101000111011 | b: 1010101111100110 | result: 00000001111001010011101000000010 | result (hex): 1e53a02
Time: 11330 | a: 1100001010000011 | b: 1011101100100111 | result: 00010000100010010101001011110101 | result (hex): 108952f5
Time: 11340 | a: 1101100101100011 | b: 0011001110110110 | result: 11111000001100110100010101100010 | result (hex): f8334562
Time: 11350 | a: 0100100101110100 | b: 1000011111000011 | result: 11011101100000000001111101011100 | result (hex): dd801f5c
Time: 11360 | a: 0110111111001110 | b: 0001101000011110 | result: 00001011011010000000011000100100 | result (hex): b680624
Time: 11370 | a: 1100011001000011 | b: 0111110110111111 | result: 11100011101000111010001011111101 | result (hex): e3a3a2fd
Time: 11380 | a: 0001101100001011 | b: 1001100000000111 | result: 11110101000001000100010101001101 | result (hex): f504454d
Time: 11390 | a: 0011001111011110 | b: 1110101111111010 | result: 11111011111100010111000011001100 | result (hex): fbf170cc
Time: 11400 | a: 0001011110111011 | b: 0111101101101000 | result: 00001011011100000111110011111000 | result (hex): b707cf8
Time: 11410 | a: 0001011001101010 | b: 0011110111001000 | result: 00000101011010001100010011010000 | result (hex): 568c4d0
Time: 11420 | a: 0100010111100000 | b: 0001001001010101 | result: 00000101000000001111001101100000 | result (hex): 500f360
Time: 11430 | a: 1000110011000010 | b: 1000111011011010 | result: 00110010111011110111100100110100 | result (hex): 32ef7934
Time: 11440 | a: 1101000110011011 | b: 0110111010011110 | result: 11101011111100111111011110101010 | result (hex): ebf3f7aa
Time: 11450 | a: 0110000000010101 | b: 1011000101000010 | result: 11100010011100100100101001101010 | result (hex): e2724a6a
Time: 11460 | a: 1111010111000111 | b: 1000101111110101 | result: 00000100101000100100010001110011 | result (hex): 4a24473
Time: 11470 | a: 1001101001101100 | b: 0111000000000010 | result: 11010011100011100111010011011000 | result (hex): d38e74d8
Time: 11480 | a: 1011011111011011 | b: 1101110011101111 | result: 00001001111000011101100101110101 | result (hex): 9e1d975
Time: 11490 | a: 1010101100101001 | b: 0001000100111110 | result: 11111010010010010010110011101110 | result (hex): fa492cee
Time: 11500 | a: 1001000010100101 | b: 0111010010011101 | result: 11001101010001100111100100110001 | result (hex): cd467931
Time: 11510 | a: 0001100100000010 | b: 1000000001110011 | result: 11110011100010100011101111100110 | result (hex): f38a3be6
Time: 11520 | a: 0000111010111100 | b: 0101111101000101 | result: 00000101011110111011110010101100 | result (hex): 57bbcac
Time: 11530 | a: 0111111000110010 | b: 1010100111000111 | result: 11010101011111110001101011011110 | result (hex): d57f1ade
Time: 11540 | a: 0111011101001100 | b: 0011001000010001 | result: 00010111010101001100010000001100 | result (hex): 1754c40c
Time: 11550 | a: 0001010111000001 | b: 0000111100000111 | result: 00000001010001101110011101000111 | result (hex): 146e747
Time: 11560 | a: 0010110101111001 | b: 1010110000101011 | result: 11110001000110111110111101010011 | result (hex): f11bef53
Time: 11570 | a: 1100110011001111 | b: 1111001101011001 | result: 00000010100001111011000011110111 | result (hex): 287b0f7
Time: 11580 | a: 0011111010000000 | b: 1101100110010001 | result: 11110110100111011110011010000000 | result (hex): f69de680
Time: 11590 | a: 0000001000110100 | b: 1001000000011011 | result: 11111111000010010111101101111100 | result (hex): ff097b7c
Time: 11600 | a: 1100100000101111 | b: 1110001001001001 | result: 00000110011110101001001101100111 | result (hex): 67a9367
Time: 11610 | a: 1100000101011101 | b: 0011110111110110 | result: 11110000110101101111100001011110 | result (hex): f0d6f85e
Time: 11620 | a: 1110111000111110 | b: 1101101111001001 | result: 00000010100000110001100010101110 | result (hex): 28318ae
Time: 11630 | a: 0010110111111000 | b: 0010011000011001 | result: 00000110110101110100110100111000 | result (hex): 6d74d38
Time: 11640 | a: 0011100010111000 | b: 0101100100100001 | result: 00010011101111110100011110111000 | result (hex): 13bf47b8
Time: 11650 | a: 1011011101011000 | b: 0100100101011101 | result: 11101011001011011011001011111000 | result (hex): eb2db2f8
Time: 11660 | a: 0100110110111110 | b: 0101000001011010 | result: 00011000011001101011010011001100 | result (hex): 1866b4cc
Time: 11670 | a: 0100100111010000 | b: 1101110001111010 | result: 11110101110000011110110100100000 | result (hex): f5c1ed20
Time: 11680 | a: 0010111110011111 | b: 0100100000000010 | result: 00001101011001010001011100111110 | result (hex): d65173e
Time: 11690 | a: 0000011001000001 | b: 0010011011101011 | result: 00000000111100110110001110101011 | result (hex): f363ab
Time: 11700 | a: 1111101000010011 | b: 1001110000000010 | result: 00000010010100001000100000100110 | result (hex): 2508826
Time: 11710 | a: 1011010111110010 | b: 1010011110001100 | result: 00011001100101100101111001011000 | result (hex): 19965e58
Time: 11720 | a: 1100100000101101 | b: 0000001011000001 | result: 11111111011001100100001111101101 | result (hex): ff6643ed
